URL,Title,Price,five_star_rating,four_star_rating,three_star_rating,two_star_rating,one_star_rating,overall_rating,No_of_ratings,cover_img_url
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Power-Positive-Thinking-Norman-Vincent/dp/0091906385/ref=zg_bs_15417300031_sccl_14/000-0000000-0000000?psc=1,Penguin Random House The Power Of Positive Thinking,51.45,0.61,0.21,0.08,0.03,0.06,4.3,8238.0,"https://m.media-amazon.com/images/I/51DbQomMbKL._SY344_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/First-Alphabet-Numbers-Colours-Shapes/dp/9387779564/ref=zg_bs_15417300031_sccl_15/000-0000000-0000000?psc=1,My First 4 in 1 Alphabet Numbers Colours Shapes: Padded Board Books,166.95,0.61,0.24,0.08,0.03,0.04,4.3,4411.0,"https://m.media-amazon.com/images/I/51G9L-ZxhfL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Power-Positive-Attitude-Your-Success/dp/9389432642/ref=zg_bs_15417300031_sccl_16/000-0000000-0000000?psc=1,The Power of A Positive Attitude: Your Road To Success,89.33,0.65,0.22,0.08,0.03,0.03,4.4,3119.0,"https://m.media-amazon.com/images/I/416Z99JF6AS._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Mandala-Art-Colouring-Adults-Sheets/dp/9386538601/ref=zg_bs_15417300031_sccl_17/000-0000000-0000000?psc=1,Mandala Art: Colouring books for Adults with tear out sheets,139.0,0.7,0.21,0.06,0.01,0.02,4.6,5038.0,"https://m.media-amazon.com/images/I/61RVd2PNZiS._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%80-Stree-Acharya-Prashant/dp/819479451X/ref=zg_bs_15417300031_sccl_18/000-0000000-0000000?psc=1,स्त्री / Stree By Acharya Prashant,100.0,0.86,0.09,0.03,0.01,0.02,4.8,288.0,"https://m.media-amazon.com/images/I/41GtEE2OB3L._SY344_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/General-Knowledge-Dr-Binay-Karna/dp/9384761540/ref=zg_bs_15417300031_sccl_19/000-0000000-0000000?psc=1,General Knowledge,199.0,0.63,0.24,0.08,0.02,0.03,4.4,23264.0,"https://m.media-amazon.com/images/I/41kd7Y23TZL._SY344_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/English-Language-Literature-Class-2022-23/dp/9326196895/ref=zg_bs_15417300031_sccl_20/000-0000000-0000000?psc=1,CBSE All In One English Language & Literature Class 10 2022-23 Edition,288.8,0.63,0.21,0.08,0.02,0.05,4.4,464.0,"https://m.media-amazon.com/images/I/61N0kP1YxeL._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/First-Sight-Words-Sentences-Level/dp/9387971996/ref=zg_bs_15417300031_sccl_21/000-0000000-0000000?psc=1,Very First Sight Words Sentences Level 1,130.0,0.66,0.23,0.07,0.02,0.02,4.5,11144.0,"https://m.media-amazon.com/images/I/51eHb-R0PYL._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Oswal-Comprehensive-Handbook-Subjects-Solutions/dp/9395025107/ref=zg_bs_15417300031_sccl_22/000-0000000-0000000?psc=1,"Oswal - Gurukul 10 Years Solved Papers for ICSE Class 10 Exam 2023 - Comprehensive Handbook of 17 Subjects - Yearwise Board Solutions, Revised Syllabus",655.2,0.68,0.19,0.07,0.02,0.05,4.4,327.0,"https://m.media-amazon.com/images/I/51wP18vhAFL._SY344_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/General-Knowledge-2023-Manohar-Pandey/dp/9326190722/ref=zg_bs_15417300031_sccl_23/000-0000000-0000000?psc=1,General Knowledge 2023,127.3,0.56,0.26,0.09,0.03,0.07,4.2,949.0,"https://m.media-amazon.com/images/I/41jg4QHtWjL._SY264_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/First-Learning-Library-Box-Set/dp/9388369882/ref=zg_bs_15417300031_sccl_25/000-0000000-0000000?psc=1,My First Complete Learning Library: Boxset of 20 Board Books Gift Set for Kids (Horizontal Design),769.0,0.72,0.19,0.05,0.01,0.02,4.6,13052.0,"https://m.media-amazon.com/images/I/4153xZSVHDL._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Educart-SCIENCE-Exclusive-Answers-breakdown/dp/9355617550/ref=zg_bs_15417300031_sccl_27/000-0000000-0000000?psc=1,Educart CBSE Class 10 SCIENCE Sample Papers 2023 (With Exclusive Topper Answers and Marks breakdown for 2022-23) Edubook,160.55,0.67,0.19,0.05,0.03,0.06,4.4,188.0,"https://m.media-amazon.com/images/I/516WwxoklDL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Animal-ABC-Playful-animals-Padded/dp/9387779017/ref=zg_bs_15417300031_sccl_28/000-0000000-0000000?psc=1,Animal ABC: Playful animals teach A to Z (Padded Board Book),166.95,0.64,0.19,0.09,0.03,0.04,4.4,2191.0,"https://m.media-amazon.com/images/I/51nbaHWhXeL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Where-Babys-Belly-Button-Karen/dp/0689835604/ref=zg_bs_15417300031_sccl_29/000-0000000-0000000?psc=1,Where Is Baby'S Belly Button?,209.0,0.7,0.19,0.07,0.02,0.02,4.5,12595.0,"https://m.media-amazon.com/images/I/51scITk38DL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Oswal-Yearwise-Solutions-Standard-Syllabus/dp/9395025018/ref=zg_bs_15417300031_sccl_30/000-0000000-0000000?psc=1,"Oswal - Gurukul Last Years 10 Solved Papers for CBSE Class 10 Exam 2023 - Yearwise Board Solutions of Math Standard, English, Science & Social Science (All Sets Delhi & Outside), Latest Syllabus",377.6,0.65,0.21,0.05,0.03,0.06,4.4,504.0,"https://m.media-amazon.com/images/I/51Hg51HeswL._SY264_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Cursive-Writing-Books-Set/dp/9388304128/ref=zg_bs_15417300031_sccl_1/000-0000000-0000000?psc=1,"Cursive Writing Books (Set of 5 Books) (Handwriting Practice Books) - Small Letters, Capital Letters, Joining Letters, Sentences, Words for Age 3-7: ... Letters, Joing Letters, Sentences, Words",279.0,0.62,0.26,0.08,0.02,0.02,4.4,1063.0,"https://m.media-amazon.com/images/I/61jW1aVVfjL._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/HOW-TOPPED-UPSC-YOU-Exam-Paperback/dp/9393986541/ref=zg_bs_15417300031_sccl_2/000-0000000-0000000?psc=1,HOW I TOPPED THE UPSC AND HOW YOU CAN TOO : What It Really Takes to Crack the World’s Toughest Exam Paperback – 22 December 2022,235.6,0.76,0.1,0.06,0.03,0.05,4.5,121.0,"https://m.media-amazon.com/images/I/51tshdO51XL._SY264_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Cursive-Handwriting-Sentence-Practice-Workbook/dp/9390183790/ref=zg_bs_15417300031_sccl_3/000-0000000-0000000?psc=1,Cursive Handwriting - Sentence: Practice Workbook,99.0,0.53,0.24,0.14,0.04,0.05,4.1,197.0,"https://m.media-amazon.com/images/I/51TBK3pHtyL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/CBSE-Physical-Education-Class-2022-23/dp/9326196593/ref=zg_bs_15417300031_sccl_4/000-0000000-0000000?psc=1,CBSE All In One Physical Education Class 12 2022-23 Edition,251.75,0.66,0.21,0.02,0.01,0.1,4.3,108.0,"https://m.media-amazon.com/images/I/61l-s9vV9zL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Writing-Fun-Set-Books-Practice/dp/9387779777/ref=zg_bs_15417300031_sccl_5/000-0000000-0000000?psc=1,"Writing Practice Boxset: Pack of 4 Books (Writing Fun: Write And Practice Capital Letters, Small Letters, Patterns and Numbers 1 to 10)",342.0,0.58,0.26,0.1,0.03,0.03,4.3,10983.0,"https://m.media-amazon.com/images/I/51A3PH5v8aL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Wings-Fire-Autobiography-Abdul-Kalam/dp/8173711461/ref=zg_bs_15417300031_sccl_6/000-0000000-0000000?psc=1,Wings Of Fire An Autobiography,143.2,0.76,0.16,0.04,0.01,0.02,4.6,15600.0,"https://m.media-amazon.com/images/I/51wbVQTpTgL._SY264_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/English-Standard-Question-released-September/dp/9356340579/ref=zg_bs_15417300031_sccl_8/000-0000000-0000000?psc=1,"Oswaal CBSE English, Science, Social Science & Math Standard Class 10 Sample Question Paper (Set of 4 Books) for 2023 Board Exam (based on CBSE Sample Paper released on 16th September)",781.0,0.7,0.15,0.04,0.03,0.08,4.4,331.0,"https://m.media-amazon.com/images/I/510A9DrNBHL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Jungle-Colourful-Pictures-Learning-Children/dp/8195163203/ref=zg_bs_15417300031_sccl_9/000-0000000-0000000?psc=1,In the Jungle - Lift The Flap Book with Bright and Colourful Pictures- Early Learning Book for Children Age 3-6 Years,139.0,0.7,0.21,0.06,0.03,0.01,4.5,370.0,"https://m.media-amazon.com/images/I/51Z+jqXV7zL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Mathematics-2022-23-latest-Syllabus-issued/dp/9326196852/ref=zg_bs_15417300031_sccl_10/000-0000000-0000000?psc=1,CBSE All In One Mathematics Class 10 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),349.0,0.62,0.18,0.06,0.02,0.12,4.2,175.0,"https://m.media-amazon.com/images/I/519Z-xHmOnL._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/How-Stop-Worrying-Start-Living/dp/8175993952/ref=zg_bs_15417300031_sccl_11/000-0000000-0000000?psc=1,How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,15.0,0.64,0.23,0.08,0.02,0.03,4.4,23637.0,"https://m.media-amazon.com/images/I/51ytROYQLGS._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/First-Mythology-Illustrated-Books-Hindi/dp/9390292972/ref=zg_bs_15417300031_sccl_12/000-0000000-0000000?psc=1,"My First Mythology Tale (Illustrated) (Set of 5 Books) (Hindi) - Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Kids",169.0,0.63,0.19,0.1,0.05,0.04,4.3,477.0,"https://m.media-amazon.com/images/I/51Rko5PycKL._SY264_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/History-Modern-India-Bipan-Chandra/dp/8125036849/ref=zg_bs_15417300031_sccl_13/000-0000000-0000000?psc=1,History of Modern India,95.2,0.63,0.22,0.08,0.03,0.05,4.4,5795.0,"https://m.media-amazon.com/images/I/416aKSJmFhL._SY264_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Objective-Computer-Awareness-Arihant-Experts/dp/9325794179/ref=zg_bs_15417300031_sccl_15/000-0000000-0000000?psc=1,Computer Awareness,101.0,0.5,0.3,0.11,0.04,0.06,4.1,426.0,"https://m.media-amazon.com/images/I/616Mi1u+dlL._SY344_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/VOCABULARY-PRODIGY-ENGLISH-NIMISHA-BANSAL/dp/8195181430/ref=zg_bs_15417300031_sccl_16/000-0000000-0000000?psc=1,VOCABULARY PRODIGY - ENGLISH WITH NIMISHA BANSAL,389.0,0.7,0.17,0.06,0.02,0.04,4.5,2193.0,"https://m.media-amazon.com/images/I/51auzBgqunL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Worlds-Greatest-Leaders-Inspirational-Personalities/dp/9388369041/ref=zg_bs_15417300031_sccl_17/000-0000000-0000000?psc=1,World's Greatest Leaders: Biographies of Inspirational Personalities For Kids,109.0,0.59,0.25,0.1,0.03,0.03,4.4,2809.0,"https://m.media-amazon.com/images/I/41kaFseIjRL._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Tales-Indian-Mythology-Collection-Books/dp/9354400507/ref=zg_bs_15417300031_sccl_18/000-0000000-0000000?psc=1,Tales from Indian Mythology (Collection of 10 Books): Story Books For Kids,399.0,0.63,0.21,0.07,0.03,0.06,4.3,143.0,"https://m.media-amazon.com/images/I/61ARRzVN0xL._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/First-All-One-Bilingual-Hindi-English/dp/9388144457/ref=zg_bs_15417300031_sccl_19/000-0000000-0000000?psc=1,My First All in One: Bilingual Picture Book for Kids Hindi-English,149.0,0.62,0.23,0.08,0.03,0.04,4.4,3518.0,"https://m.media-amazon.com/images/I/412JB+HTDXL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/NCERT-SUMMARY-VI-XII-Manish-Rannjan/dp/939038981X/ref=zg_bs_15417300031_sccl_1/000-0000000-0000000?psc=1,"NCERT Summary (Class VI-XII) One Liner for UPSC/IAS Preparation, State Civil Services, Competitive Examinations",161.71,0.55,0.24,0.1,0.04,0.07,4.2,1522.0,"https://m.media-amazon.com/images/I/41-HCcG+CNL._SY344_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/SSB-Interview-Dr-N-K-Natarajan/dp/8184955693/ref=zg_bs_15417300031_sccl_2/000-0000000-0000000?psc=1,"SSB Interview: The Complete Guide, Second Edition",144.75,0.63,0.23,0.09,0.02,0.03,4.4,5160.0,"https://m.media-amazon.com/images/I/418JosOu0XL._SY344_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Mahabharata-C-Rajagopalachari/dp/8172764766/ref=zg_bs_15417300031_sccl_3/000-0000000-0000000?psc=1,Mahabharata,226.0,0.69,0.2,0.06,0.02,0.03,4.5,1337.0,"https://m.media-amazon.com/images/I/512ZfrRSiKL._SY264_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/English-2022-23-latest-Syllabus-issued/dp/932619650X/ref=zg_bs_15417300031_sccl_4/000-0000000-0000000?psc=1,CBSE All In One English Core Class 12 2022-23 Edition (As per latest CBSE Syllabus issued on 21 April 2022),361.95,0.6,0.24,0.09,0.02,0.06,4.3,293.0,"https://m.media-amazon.com/images/I/51hC8WHunvL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Writing-Children-Practice-Capital-Letters/dp/9391129889/ref=zg_bs_15417300031_sccl_6/000-0000000-0000000?psc=1,"Writing Practice Books for Kids | 3 to 5 Years Old Children | Learn and Practice ABC Capital Letters, Small Letters, Number 1-100, Pattern Writing (Set of 4 Books) - LKG",191.0,0.61,0.25,0.09,0.03,0.02,4.4,561.0,"https://m.media-amazon.com/images/I/51por2jFxkL._SX198_BO1,204,203,200_QL40_ML2_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Blossom-Alphabet-Practice-Activities-Children/dp/B07RJ13DHK/ref=zg_bs_15417300031_sccl_7/000-0000000-0000000?psc=1,Blossom English Alphabet Writing Book (A) for Kids | Capital Letter Practice and Activities for Nursery Children | 70 Practice Boxes for each Letter [Paperback] Content Team at Target Publication,95.0,0.64,0.22,0.07,0.03,0.04,4.4,248.0,"https://m.media-amazon.com/images/I/51ezmvo5JvL._SX258_BO1,204,203,200_.jpg"
http://api.scraperapi.com?api_key=6677467a828b9bef9f036f8893aae921&url=https://www.amazon.in/Everyday-Vocabulary-More-Than-Words/dp/9350944820/ref=zg_bs_15417300031_sccl_8/000-0000000-0000000?psc=1,Everyday Vocabulary More Than 6100 Words,67.5,0.52,0.22,0.13,0.05,0.08,4.1,3371.0,"https://m.media-amazon.com/images/I/4152+y8jmaL._SY344_BO1,204,203,200_.jpg"
